QSPRID,Activity_ID,Quality,source,CID,SMILES,connectivity,InChIKey,InChI,InChI_AuxInfo,target_id,TID,accession,Protein_Type,AID,doc_id,Year,all_doc_ids,all_years,type_IC50,type_EC50,type_KD,type_Ki,type_other,Activity_class,relation,pchembl_value,pchembl_value_Mean,pchembl_value_StdDev,pchembl_value_SEM,pchembl_value_N,pchembl_value_Median,pchembl_value_MAD,QSPRID,BindingType,pchembl_value_Mean_original,Split_IsTrain
TRalpha_027,CHELBMWLOMFCBW_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL3261319,Cc1cc(CC(=O)O)cc(Cl)c1Oc1cc(C(C)C)c(=O)[nH]n1,CHELBMWLOMFCBW,CHELBMWLOMFCBW-UHFFFAOYSA-N,"InChI=1S/C16H17ClN2O4/c1-8(2)11-7-13(18-19-16(11)22)23-15-9(3)4-10(5-12(15)17)6-14(20)21/h4-5,7-8H,6H2,1-3H3,(H,19,22)(H,20,21)","AuxInfo=1/1/N:18,19,1,3,9,5,15,17,2,4,16,10,14,6,12,20,11,23,22,7,8,21,13/E:(1,2)(20,21)/rA:23CCCCCCOOCCClCOCCCCCCCONN/rB:s1;d2;s3;s4;s5;d6;s6;d4;s9;s10;s2d10;s12;s13;s14;d15;s16;s17;s17;s16;d20;s20;d14s22;/rC:;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL3266219,PMID:24712661,2014.0,PMID:24712661,2014,0,1,0,0,0,,=,4.920,4.92,0.0,0.0,1.0,4.92,0.0,TRalpha_027,,4.92,True
TRalpha_028,BPCRJQJRJFLQHV_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL163228,NC(Cc1cc(Br)c(Oc2ccc(O)c(Cc3ccc(=O)[nH]n3)c2)c(Br)c1)C(=O)O,BPCRJQJRJFLQHV,BPCRJQJRJFLQHV-UHFFFAOYSA-N,"InChI=1S/C20H17Br2N3O5/c21-14-5-10(7-16(23)20(28)29)6-15(22)19(14)30-13-2-3-17(26)11(9-13)8-12-1-4-18(27)25-24-12/h1-6,9,16,26H,7-8,23H2,(H,25,27)(H,28,29)","AuxInfo=1/1/N:18,11,12,19,5,27,3,16,24,4,15,17,10,6,25,2,13,20,8,28,7,26,1,23,22,14,21,29,30,9/E:(5,6)(14,15)(21,22)(28,29)/rA:30NCCCCCBrCOCCCCOCCCCCCONNCCBrCCOO/rB:s1;s2;s3;d4;s5;s6;d6;s8;s9;d10;s11;d12;s13;s13;s15;s16;s17;d18;s19;d20;s20;d17s22;s10d15;s8;s25;s4d25;s2;d28;s28;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860;EntrezID:7067,P10827,WT,CHEMBL2317309,PMID:23276448,2013.0,PMID:23276448;PubChemAID:722581,2013,0,0,0,1,0,,=,8.06,8.06,0.0,0.0,1.0,8.06,0.0,TRalpha_028,,8.06,True
TRalpha_029,BPYPEYPDKVEJKJ_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL259096,O=c1[nH]c(O)c(Cc2cc(I)c(Oc3ccc(O)c(I)c3)c(I)c2)[nH]1,BPYPEYPDKVEJKJ,BPYPEYPDKVEJKJ-UHFFFAOYSA-N,"InChI=1S/C16H11I3N2O4/c17-9-6-8(1-2-13(9)22)25-14-10(18)3-7(4-11(14)19)5-12-15(23)21-16(24)20-12/h1-4,6,22-23H,5H2,(H2,20,21,24)","AuxInfo=1/1/N:15,16,9,24,7,21,8,14,19,10,22,6,17,12,4,2,20,11,23,25,3,18,5,1,13/E:(3,4)(10,11)(18,19)/rA:25OCNCOCCCCCICOCCCCOCICCICN/rB:d1;s2;s3;s4;d4;s6;s7;d8;s9;s10;d10;s12;s13;d14;s15;d16;s17;s17;s19;s14d19;s12;s22;s8d22;s2s6;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860;EntrezID:7067;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860,P10827,WT,CHEMBL939179;CHEMBL939183;CHEMBL939181,PMID:17988877,2008.0,PMID:17988877;PubChemAID:323178;PMID:17988877;PMID:17988877,2008;2010;2008;2008,0,0;1;1,1;0;0,0,0,,=,7.62;7.68;6.98,7.426666666666667,0.3879862540520388,0.2240039682188191,3.0,7.62,0.0599999999999996,TRalpha_029,,7.426666666666667,True
TRalpha_030,CLTUTZGDSOQRBK_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL5269031,CC(C)n1c(=O)ccc2c1ccn2-c1c(Cl)cc(NC(=O)CC(=O)O)cc1Cl,CLTUTZGDSOQRBK,CLTUTZGDSOQRBK-UHFFFAOYSA-N,"InChI=1S/C19H17Cl2N3O4/c1-10(2)24-15-5-6-23(14(15)3-4-17(24)26)19-12(20)7-11(8-13(19)21)22-16(25)9-18(27)28/h3-8,10H,9H2,1-2H3,(H,22,25)(H,27,28)","AuxInfo=1/1/N:1,3,8,7,11,12,17,26,22,2,18,15,27,9,10,20,5,23,14,16,28,19,13,4,21,6,24,25/E:(1,2)(7,8)(12,13)(20,21)(27,28)/rA:28CCCNCOCCCCCCNCCClCCNCOCCOOCCCl/rB:s1;s2;s2;s4;d5;s5;d7;s8;s4d9;s10;d11;s9s12;s13;d14;s15;s15;d17;s18;s19;d20;s20;s22;d23;s23;s18;s14d26;s27;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL5250900,PMID:36799411,2023.0,PMID:36799411,2023,0,1,0,0,0,,=,6.360,6.36,0.0,0.0,1.0,6.36,0.0,TRalpha_030,,6.36,True
TRalpha_031,COOBJKRJONOFHD_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL195079,O=C(O)Cc1cc(Cl)c(-c2cccc3c(Br)c(O)ccc23)c(Cl)c1,COOBJKRJONOFHD,COOBJKRJONOFHD-UHFFFAOYSA-N,"InChI=1S/C18H11BrCl2O3/c19-18-12-3-1-2-11(10(12)4-5-15(18)22)17-13(20)6-9(7-14(17)21)8-16(23)24/h1-7,22H,8H2,(H,23,24)","AuxInfo=1/1/N:12,11,13,20,19,6,24,4,5,21,10,14,7,22,17,2,9,15,16,8,23,18,1,3/E:(6,7)(13,14)(20,21)(23,24)/rA:24OCOCCCCClCCCCCCCBrCOCCCCClC/rB:d1;s2;s2;s4;d5;s6;s7;d7;s9;d10;s11;d12;s13;d14;s15;s15;s17;d17;s19;s10s14d20;s9;s22;s5d22;/rC:;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL880611,PMID:16099653,2005.0,PMID:16099653,2005,1,0,0,0,0,,=,7.000,7.0,0.0,0.0,1.0,7.0,0.0,TRalpha_031,,7.0,True
TRalpha_032,CVVKHRFCCMGUTB_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL5180738,CCOc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccc(Cc4ccccc4)cc3)cc12,CVVKHRFCCMGUTB,CVVKHRFCCMGUTB-UHFFFAOYSA-N,"InChI=1S/C27H24N2O6/c1-2-34-27-22-15-20(12-13-21(22)25(32)24(29-27)26(33)28-16-23(30)31)35-19-10-8-18(9-11-19)14-17-6-4-3-5-7-17/h3-13,15,32H,2,14,16H2,1H3,(H,28,33)(H,30,31)","AuxInfo=1/1/N:1,2,29,28,30,27,31,23,32,22,33,18,17,25,34,10,26,24,21,19,16,35,11,6,14,7,4,9,5,12,13,15,8,3,20/E:(4,5)(6,7)(8,9)(10,11)(30,31)/rA:35CCOCNCCONCCOOCOCCCCOCCCCCCCCCCCCCCC/rB:s1;s2;s3;d4;s5;s6;d7;s7;s9;s10;d11;s11;d6;s14;s14;d16;s17;d18;s19;s20;d21;s22;d23;s24;s25;d26;s27;d28;s29;s26d30;s24;s21d32;s19;s4s16d34;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL5166787,PMID:35507418,2022.0,PMID:35507418,2022,0,1,0,0,0,,=,7.250,7.25,0.0,0.0,1.0,7.25,0.0,TRalpha_032,,7.25,False
TRalpha_033,CVZOTYYXHQFFDK_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL3126377,Cc1c(CC(=O)NCC(=O)O)c2ccccc2n1Cc1ccc(O)c(C(C)C)c1,CVZOTYYXHQFFDK,CVZOTYYXHQFFDK-UHFFFAOYSA-N,"InChI=1S/C23H26N2O4/c1-14(2)18-10-16(8-9-21(18)26)13-25-15(3)19(11-22(27)24-12-23(28)29)17-6-4-5-7-20(17)25/h4-10,14,26H,11-13H2,1-3H3,(H,24,27)(H,28,29)","AuxInfo=1/1/N:27,28,1,14,15,13,16,21,22,29,4,8,19,26,2,20,12,25,3,17,23,5,9,7,18,24,6,10,11/E:(1,2)(28,29)/rA:29CCCCCONCCOOCCCCCCNCCCCCOCCCCC/rB:s1;d2;s3;s4;d5;s5;s7;s8;d9;s9;s3;d12;s13;d14;s15;s12d16;s2s17;s18;s19;d20;s21;d22;s23;s23;s25;s26;s26;s20d25;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL3131652,PMID:24290064,2014.0,PMID:24290064,2014,1,0,0,0,0,,=,5.090,5.09,0.0,0.0,1.0,5.09,0.0,TRalpha_033,,5.09,True
TRalpha_034,CWCFOUNNQGPDKI_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL5206520,COCCOc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,CWCFOUNNQGPDKI,CWCFOUNNQGPDKI-UHFFFAOYSA-N,"InChI=1S/C21H20N2O7/c1-28-9-10-29-21-16-11-14(30-13-5-3-2-4-6-13)7-8-15(16)19(26)18(23-21)20(27)22-12-17(24)25/h2-8,11,26H,9-10,12H2,1H3,(H,22,27)(H,24,25)","AuxInfo=1/1/N:1,26,25,27,24,28,20,19,3,4,29,12,23,21,18,30,13,8,16,9,6,11,7,14,15,17,10,2,5,22/E:(3,4)(5,6)(24,25)/rA:30COCCOCNCCONCCOOCOCCCCOCCCCCCCC/rB:s1;s2;s3;s4;s5;d6;s7;s8;d9;s9;s11;s12;d13;s13;d8;s16;s16;d18;s19;d20;s21;s22;d23;s24;d25;s26;s23d27;s21;s6s18d29;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL5166787,PMID:35507418,2022.0,PMID:35507418,2022,0,1,0,0,0,,=,6.570,6.57,0.0,0.0,1.0,6.57,0.0,TRalpha_034,,6.57,True
TRalpha_036,DFTJBCOEWZOUPK_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL5193673,COc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccc(Cc4ccccc4)cc3)cc12,DFTJBCOEWZOUPK,DFTJBCOEWZOUPK-UHFFFAOYSA-N,"InChI=1S/C26H22N2O6/c1-33-26-21-14-19(11-12-20(21)24(31)23(28-26)25(32)27-15-22(29)30)34-18-9-7-17(8-10-18)13-16-5-3-2-4-6-16/h2-12,14,31H,13,15H2,1H3,(H,27,32)(H,29,30)","AuxInfo=1/1/N:1,28,27,29,26,30,22,31,21,32,17,16,24,33,9,25,23,20,18,15,34,10,5,13,6,3,8,4,11,12,14,7,2,19/E:(3,4)(5,6)(7,8)(9,10)(29,30)/rA:34COCNCCONCCOOCOCCCCOCCCCCCCCCCCCCCC/rB:s1;s2;d3;s4;s5;d6;s6;s8;s9;d10;s10;d5;s13;s13;d15;s16;d17;s18;s19;d20;s21;d22;s23;s24;d25;s26;d27;s28;s25d29;s23;s20d31;s18;s3s15d33;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL5166787,PMID:35507418,2022.0,PMID:35507418,2022,0,1,0,0,0,,=,7.280,7.28,0.0,0.0,1.0,7.28,0.0,TRalpha_036,,7.28,True
TRalpha_037,DGODJDXDANWOEP_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL289343,CC(C)c1cc(Oc2c(Br)cc(CCC(=O)O)cc2Br)ccc1O,DGODJDXDANWOEP,DGODJDXDANWOEP-UHFFFAOYSA-N,"InChI=1S/C18H18Br2O4/c1-10(2)13-9-12(4-5-16(13)21)24-18-14(19)7-11(8-15(18)20)3-6-17(22)23/h4-5,7-10,21H,3,6H2,1-2H3,(H,22,23)","AuxInfo=1/1/N:1,3,13,21,22,14,11,18,5,2,12,6,4,9,19,23,15,8,10,20,24,16,17,7/E:(1,2)(7,8)(14,15)(19,20)(22,23)/rA:24CCCCCCOCCBrCCCCCOOCCBrCCCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;s14;d15;s15;s12;s8d18;s19;d6;s21;s4d22;s23;/rC:;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL873891,PMID:12699376,2003.0,PMID:12699376,2003,1,0,0,0,0,,=,10.000,10.0,0.0,0.0,1.0,10.0,0.0,TRalpha_037,,10.0,True
TRalpha_038,DIKVWUHCQNFJQS_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL372428,O=C(O)CCC(=O)Nc1cc(Cl)c(-c2cccc3c(Br)c(O)ccc23)c(Cl)c1,DIKVWUHCQNFJQS,DIKVWUHCQNFJQS-UHFFFAOYSA-N,"InChI=1S/C20H14BrCl2NO4/c21-20-13-3-1-2-12(11(13)4-5-16(20)25)19-14(22)8-10(9-15(19)23)24-17(26)6-7-18(27)28/h1-5,8-9,25H,6-7H2,(H,24,26)(H,27,28)","AuxInfo=1/1/N:16,15,17,24,23,5,4,10,28,9,25,14,18,11,26,21,6,2,13,19,20,12,27,8,22,7,1,3/E:(8,9)(14,15)(22,23)(27,28)/rA:28OCOCCCONCCCClCCCCCCCBrCOCCCCClC/rB:d1;s2;s2;s4;s5;d6;s6;s8;d9;s10;s11;d11;s13;d14;s15;d16;s17;d18;s19;s19;s21;d21;s23;s14s18d24;s13;s26;s9d26;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL880611,PMID:16099653,2005.0,PMID:16099653,2005,1,0,0,0,0,,=,7.210,7.21,0.0,0.0,1.0,7.21,0.0,TRalpha_038,,7.21,False
TRalpha_039,DMILDBSUKKQQDG_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL193152,CCCCCOc1c(Br)cc(CC(=O)O)cc1Br,DMILDBSUKKQQDG,DMILDBSUKKQQDG-UHFFFAOYSA-N,"InChI=1S/C13H16Br2O3/c1-2-3-4-5-18-13-10(14)6-9(7-11(13)15)8-12(16)17/h6-7H,2-5,8H2,1H3,(H,16,17)","AuxInfo=1/1/N:1,2,3,4,5,10,16,12,11,8,17,13,7,9,18,14,15,6/E:(6,7)(10,11)(14,15)(16,17)/rA:18CCCCCOCCBrCCCCOOCCBr/rB:s1;s2;s3;s4;s5;s6;d7;s8;s8;d10;s11;s12;d13;s13;s11;s7d16;s17;/rC:;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL876988,PMID:15857115,2005.0,PMID:15857115,2005,1,0,0,0,0,,=,4.700,4.7,0.0,0.0,1.0,4.7,0.0,TRalpha_039,,4.7,True
TRalpha_040,DNPNACPXAAGJJZ_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL512383,CC(C)c1cc(Oc2c(I)cc(CP(=O)(O)O)cc2I)ccc1O,DNPNACPXAAGJJZ,DNPNACPXAAGJJZ-UHFFFAOYSA-N,"InChI=1S/C16H17I2O5P/c1-9(2)12-7-11(3-4-15(12)19)23-16-13(17)5-10(6-14(16)18)8-24(20,21)22/h3-7,9,19H,8H2,1-2H3,(H2,20,21,22)","AuxInfo=1/1/N:1,3,21,22,11,18,5,13,2,12,6,4,9,19,23,8,10,20,24,15,16,17,7,14/E:(1,2)(5,6)(13,14)(17,18)(20,21,22)/rA:24CCCCCCOCCICCCPOOOCCICCCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;d14;s14;s14;s12;s8d18;s19;d6;s21;s4d22;s23;/rC:;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL949479,PMID:18975928,2008.0,PMID:18975928,2008,0,0,0,1,0,,=,8.730,8.73,0.0,0.0,1.0,8.73,0.0,TRalpha_040,,8.73,True
TRalpha_042,DJHXUFXPDYXOPH_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL2035878,Cc1cc(NC(=O)CC(=O)O)c2c(c1Oc1ccc(O)c(C(C)C)c1)CCC2,DJHXUFXPDYXOPH,DJHXUFXPDYXOPH-UHFFFAOYSA-N,"InChI=1S/C22H25NO5/c1-12(2)17-10-14(7-8-19(17)24)28-22-13(3)9-18(15-5-4-6-16(15)22)23-20(25)11-21(26)27/h7-10,12,24H,4-6,11H2,1-3H3,(H,23,25)(H,26,27)","AuxInfo=1/1/N:23,24,1,27,28,26,17,18,3,25,8,22,2,16,12,13,21,4,19,6,9,14,5,20,7,10,11,15/E:(1,2)(26,27)/rA:28CCCCNCOCCOOCCCOCCCCOCCCCCCCC/rB:s1;d2;s3;s4;s5;d6;s6;s8;d9;s9;d4;s12;s2d13;s14;s15;d16;s17;d18;s19;s19;s21;s22;s22;s16d21;s13;s26;s12s27;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,EntrezID:7067;ChEMBL:CHEMBL1860,P10827,WT,CHEMBL2038198,PMID:22542282,2012.0,PubChemAID:664441;PMID:22542282,2013;2012,0,0,0,1,0,,=,6.76,6.76,0.0,0.0,1.0,6.76,0.0,TRalpha_042,,6.76,True
TRalpha_043,DOZADTKWJRWWHA_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL2035881,Cc1cc(NC(=O)C(=O)O)c2c(c1Oc1ccc(O)c(C(C)C)c1)CCC2,DOZADTKWJRWWHA,DOZADTKWJRWWHA-UHFFFAOYSA-N,"InChI=1S/C21H23NO5/c1-11(2)16-10-13(7-8-18(16)23)27-19-12(3)9-17(22-20(24)21(25)26)14-5-4-6-15(14)19/h7-11,23H,4-6H2,1-3H3,(H,22,24)(H,25,26)","AuxInfo=1/1/N:22,23,1,26,27,25,16,17,3,24,21,2,15,11,12,20,4,18,13,6,8,5,19,7,9,10,14/E:(1,2)(25,26)/rA:27CCCCNCOCOOCCCOCCCCOCCCCCCCC/rB:s1;d2;s3;s4;s5;d6;s6;d8;s8;d4;s11;s2d12;s13;s14;d15;s16;d17;s18;s18;s20;s21;s21;s15d20;s12;s25;s11s26;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,EntrezID:7067;ChEMBL:CHEMBL1860,P10827,WT,CHEMBL2038198,PMID:22542282,2012.0,PubChemAID:664441;PMID:22542282,2013;2012,0,0,0,1,0,,=,8.61,8.61,0.0,0.0,1.0,8.61,0.0,TRalpha_043,,8.61,True
TRalpha_044,DSBHFVFSZGOWJG_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL260482,O=c1[nH]c(O)c(Cc2cc(I)c(Oc3ccc(O)c(C4CC4)c3)c(I)c2)[nH]1,DSBHFVFSZGOWJG,DSBHFVFSZGOWJG-UHFFFAOYSA-N,"InChI=1S/C19H16I2N2O4/c20-13-5-9(7-15-18(25)23-19(26)22-15)6-14(21)17(13)27-11-3-4-16(24)12(8-11)10-1-2-10/h3-6,8,10,24-25H,1-2,7H2,(H2,22,23,26)","AuxInfo=1/1/N:21,22,15,16,9,26,7,23,8,20,14,19,10,24,6,17,12,4,2,11,25,27,3,18,5,1,13/E:(1,2)(5,6)(13,14)(20,21)/rA:27OCNCOCCCCCICOCCCCOCCCCCCICN/rB:d1;s2;s3;s4;d4;s6;s7;d8;s9;s10;d10;s12;s13;d14;s15;d16;s17;s17;s19;s20;s20s21;s14d19;s12;s24;s8d24;s2s6;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;EntrezID:7067,P10827,WT,CHEMBL939181;CHEMBL939183;CHEMBL939179,PMID:17988877,2008.0,PMID:17988877;PMID:17988877;PMID:17988877;PubChemAID:323174,2008;2008;2008;2010,0,1;1;0,0;0;1,0,0,,=,6.84;7.41;7.6,7.283333333333334,0.3955165398985651,0.2283515807793859,3.0,7.41,0.1899999999999995,TRalpha_044,,7.283333333333334,True
TRalpha_045,DYNDGIZYGFNWSL_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL486358,CC(C)c1cc(Oc2c(Cl)cc(CP(=O)(O)O)cc2Cl)ccc1O,DYNDGIZYGFNWSL,DYNDGIZYGFNWSL-UHFFFAOYSA-N,"InChI=1S/C16H17Cl2O5P/c1-9(2)12-7-11(3-4-15(12)19)23-16-13(17)5-10(6-14(16)18)8-24(20,21)22/h3-7,9,19H,8H2,1-2H3,(H2,20,21,22)","AuxInfo=1/1/N:1,3,21,22,11,18,5,13,2,12,6,4,9,19,23,8,10,20,24,15,16,17,7,14/E:(1,2)(5,6)(13,14)(17,18)(20,21,22)/rA:24CCCCCCOCCClCCCPOOOCCClCCCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;d14;s14;s14;s12;s8d18;s19;d6;s21;s4d22;s23;/rC:;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL949479,PMID:18975928,2008.0,PMID:18975928,2008,0,0,0,1,0,,=,6.520,6.52,0.0,0.0,1.0,6.52,0.0,TRalpha_045,,6.52,True
TRalpha_046,FBFSIBXOKRUJPP_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL500875,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)P(=O)(O)O,FBFSIBXOKRUJPP,FBFSIBXOKRUJPP-UHFFFAOYSA-N,"InChI=1S/C14H13I3NO5P/c15-9-6-8(1-2-12(9)19)23-14-10(16)3-7(4-11(14)17)5-13(18)24(20,21)22/h1-4,6,13,19H,5,18H2,(H2,20,21,22)","AuxInfo=1/1/N:11,12,5,20,3,17,4,10,15,6,18,13,2,8,16,7,19,1,14,22,23,24,9,21/E:(3,4)(10,11)(16,17)(20,21,22)/rA:24NCCCCCICOCCCCOCICCICPOOO/rB:s1;s2;s3;d4;s5;s6;d6;s8;s9;d10;s11;d12;s13;s13;s15;s10d15;s8;s18;s4d18;s2;d21;s21;s21;/rC:;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL949479,PMID:18975928,2008.0,PMID:18975928,2008,0,0,0,1,0,,=,5.850,5.85,0.0,0.0,1.0,5.85,0.0,TRalpha_046,,5.85,True
TRalpha_047,FFXFRSBACWMSRN_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL3397336,Cc1cc(OCC(=O)O)cc2ccn(Cc3ccc(O)c(C(C)C)c3)c12,FFXFRSBACWMSRN,FFXFRSBACWMSRN-UHFFFAOYSA-N,"InChI=1S/C21H23NO4/c1-13(2)18-9-15(4-5-19(18)23)11-22-7-6-16-10-17(26-12-20(24)25)8-14(3)21(16)22/h4-10,13,23H,11-12H2,1-3H3,(H,24,25)","AuxInfo=1/1/N:23,24,1,17,18,12,13,3,25,10,15,6,22,2,16,11,4,21,19,7,26,14,20,8,9,5/E:(1,2)(24,25)/rA:26CCCCOCCOOCCCCNCCCCCOCCCCCC/rB:s1;d2;s3;s4;s5;s6;d7;s7;d4;s10;s11;d12;s13;s14;s15;d16;s17;d18;s19;s19;s21;s22;s22;s16d21;s2d11s14;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL3399152,PMID:25752984,2015.0,PMID:25752984,2015,0,0,0,1,0,,=,8.960,8.96,0.0,0.0,1.0,8.96,0.0,TRalpha_047,,8.96,True
TRalpha_049,FIKDVPCAFAQZPG_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL5268293,Cn1c(=O)ccc2c1ccn2-c1c(Cl)cc(-n2nc(C#N)c(=O)[nH]c2=O)cc1Cl,FIKDVPCAFAQZPG,FIKDVPCAFAQZPG-UHFFFAOYSA-N,"InChI=1S/C18H10Cl2N6O3/c1-24-13-4-5-25(14(13)2-3-15(24)27)16-10(19)6-9(7-11(16)20)26-18(29)22-17(28)12(8-21)23-26/h2-7H,1H3,(H,22,28,29)","AuxInfo=1/1/N:1,6,5,9,10,15,27,20,16,13,28,19,8,7,3,12,22,25,14,29,21,24,18,2,11,17,4,23,26/E:(6,7)(10,11)(19,20)/rA:29CNCOCCCCCCNCCClCCNNCCNCONCOCCCl/rB:s1;s2;d3;s3;d5;s6;s2d7;s8;d9;s7s10;s11;d12;s13;s13;d15;s16;s17;d18;s19;t20;s19;d22;s22;s17s24;d25;s16;s12d27;s28;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL5250900,PMID:36799411,2023.0,PMID:36799411,2023,0,1,0,0,0,,=,6.130,6.13,0.0,0.0,1.0,6.13,0.0,TRalpha_049,,6.13,True
TRalpha_052,FNWZRDTVDWJDMC_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL3397335,Cc1cn(Cc2ccc(O)c(C(C)C)c2)c2ccc(OCC(=O)O)cc12,FNWZRDTVDWJDMC,FNWZRDTVDWJDMC-UHFFFAOYSA-N,"InChI=1S/C21H23NO4/c1-13(2)17-8-15(4-7-20(17)23)11-22-10-14(3)18-9-16(5-6-19(18)22)26-12-21(24)25/h4-10,13,23H,11-12H2,1-3H3,(H,24,25)","AuxInfo=1/1/N:13,14,1,7,18,17,8,15,25,3,5,21,12,2,6,19,11,26,16,9,22,4,10,23,24,20/E:(1,2)(24,25)/rA:26CCCNCCCCCOCCCCCCCCCOCCOOCC/rB:s1;d2;s3;s4;s5;d6;s7;d8;s9;s9;s11;s12;s12;s6d11;s4;d16;s17;d18;s19;s20;s21;d22;s22;s19;s2s16d25;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL3399152,PMID:25752984,2015.0,PMID:25752984,2015,0,0,0,1,0,,=,8.110,8.11,0.0,0.0,1.0,8.11,0.0,TRalpha_052,,8.11,True
