QSPRID,Activity_ID,Quality,source,CID,SMILES,connectivity,InChIKey,InChI,InChI_AuxInfo,target_id,TID,accession,Protein_Type,AID,doc_id,Year,all_doc_ids,all_years,type_IC50,type_EC50,type_KD,type_Ki,type_other,Activity_class,relation,pchembl_value,pchembl_value_Mean,pchembl_value_StdDev,pchembl_value_SEM,pchembl_value_N,pchembl_value_Median,pchembl_value_MAD,QSPRID,BindingType,pchembl_value_Mean_original,Split_IsTrain
TRalpha_015,BNNHEVBGBFFKOC_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL236080,CC(C)c1cc(Oc2c(Br)cc(CC(=O)NCC(=O)O)cc2Br)ccc1O,BNNHEVBGBFFKOC,BNNHEVBGBFFKOC-UHFFFAOYSA-N,"InChI=1S/C19H19Br2NO5/c1-10(2)13-8-12(3-4-16(13)23)27-19-14(20)5-11(6-15(19)21)7-17(24)22-9-18(25)26/h3-6,8,10,23H,7,9H2,1-2H3,(H,22,24)(H,25,26)","AuxInfo=1/1/N:1,3,24,25,11,21,13,5,17,2,12,6,4,9,22,26,14,18,8,10,23,16,27,15,19,20,7/E:(1,2)(5,6)(14,15)(20,21)(25,26)/rA:27CCCCCCOCCBrCCCCONCCOOCCBrCCCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;d14;s14;s16;s17;d18;s18;s12;s8d21;s22;d6;s24;s4d25;s26;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL896600,PMID:17543524,2007.0,PMID:17543524,2007,1,0,0,0,0,,=,7.580,7.58,0.0,0.0,1.0,7.58,0.0,TRalpha_015,,7.58,True
TRalpha_016,AUYYCJSJGJYCDS_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL557;ChEMBL:CHEMBL1544;ChEMBL:CHEMBL1544;ChEMBL:CHEMBL1544;ChEMBL:CHEMBL1544;ChEMBL:CHEMBL1544;ChEMBL:CHEMBL557;ChEMBL:CHEMBL1544;ChEMBL:CHEMBL1544;ChEMBL:CHEMBL1544;ChEMBL:CHEMBL1544;ChEMBL:CHEMBL1544;ChEMBL:CHEMBL1544;ChEMBL:CHEMBL1544;ChEMBL:CHEMBL1544;ChEMBL:CHEMBL1544;ChEMBL:CHEMBL1544,NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O,AUYYCJSJGJYCDS,AUYYCJSJGJYCDS-UHFFFAOYSA-N,"InChI=1S/C15H12I3NO4/c16-9-6-8(1-2-13(9)20)23-14-10(17)3-7(4-11(14)18)5-12(19)15(21)22/h1-4,6,12,20H,5,19H2,(H,21,22)","AuxInfo=1/1/N:11,12,5,20,3,17,4,10,15,6,18,2,13,8,21,16,7,19,1,14,22,23,9/E:(3,4)(10,11)(17,18)(21,22)/rA:23NCCCCCICOCCCCOCICCICCOO/rB:s1;s2;s3;d4;s5;s6;d6;s8;s9;d10;s11;d12;s13;s13;s15;s10d15;s8;s18;s4d18;s2;d21;s21;/rC:;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;UniProt:P10827;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860;ChEMBL:CHEMBL1860,P10827,WT,CHEMBL873891;CHEMBL880611;CHEMBL814593;CHEMBL814598;CHEMBL4629642;CHEMBL4629644;CHEMBL865333;CHEMBL5250900;CHEMBL5166787;CHEMBL3266219;CHEMBL3131649;CHEMBL3131652;CHEMBL3385865;CHEMBL2038198;CHEMBL939181;CHEMBL939183;CHEMBL949479,PMID:11597408,2001.0,PMID:12699376;PMID:16099653;PMID:11597408;PMID:12109914;PMID:32356658;PMID:32356658;PMID:12109914;PMID:16338239;PMID:36799411;PMID:35507418;PMID:24712661;PMID:24290064;PMID:24290064;PMID:25305688;PMID:22542282;PMID:17988877;PMID:17988877;PMID:18975928,2003;2005;2001;2002;2020;2020;2002;2006;2023;2022;2014;2014;2014;2014;2012;2008;2008;2008,1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0,0;0;0;0;1;1;1;1;1;1;1;0;1;0;1;1;0,0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1,0,,=,9.62;9.62;9.77;10.0;8.47;9.3;8.89;9.15;7.53;8.0;8.68;8.49;9.39;8.63;8.62;8.62;9.48,8.956470588235293,0.664576379888635,0.1611834476806735,17.0,8.89,0.4199999999999999,TRalpha_016,,8.956470588235293,True
TRalpha_017,AVSKLCKLTAIMHU_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL371245,O=C(O)Cc1cc(Cl)c(Oc2ccc(O)c(Br)c2)c(Cl)c1,AVSKLCKLTAIMHU,AVSKLCKLTAIMHU-UHFFFAOYSA-N,"InChI=1S/C14H9BrCl2O4/c15-9-6-8(1-2-12(9)18)21-14-10(16)3-7(4-11(14)17)5-13(19)20/h1-4,6,18H,5H2,(H,19,20)","AuxInfo=1/1/N:12,13,6,21,4,18,5,11,16,7,19,14,2,9,17,8,20,15,1,3,10/E:(3,4)(10,11)(16,17)(19,20)/rA:21OCOCCCCClCOCCCCOCBrCCClC/rB:d1;s2;s2;s4;d5;s6;s7;d7;s9;s10;d11;s12;d13;s14;s14;s16;s11d16;s9;s19;s5d19;/rC:;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860;EntrezID:7067,P10827,WT,CHEMBL880611,PMID:16099653,2005.0,PMID:16099653;PubChemAID:254851,2005;2010,1,0,0,0,0,,=,6.96,6.96,0.0,0.0,1.0,6.96,0.0,TRalpha_017,,6.96,True
TRalpha_019,BDVULFJNTQUGRM_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL3261324,CC(C)c1cc(Oc2c(Cl)cc(NCC(=O)O)cc2Cl)n[nH]c1=O,BDVULFJNTQUGRM,BDVULFJNTQUGRM-UHFFFAOYSA-N,"InChI=1S/C15H15Cl2N3O4/c1-7(2)9-5-12(19-20-15(9)23)24-14-10(16)3-8(4-11(14)17)18-6-13(21)22/h3-5,7,18H,6H2,1-2H3,(H,20,23)(H,21,22)","AuxInfo=1/1/N:1,3,11,18,5,14,2,12,4,9,19,6,15,8,23,10,20,13,21,22,16,17,24,7/E:(1,2)(3,4)(10,11)(16,17)(21,22)/rA:24CCCCCCOCCClCCNCCOOCCClNNCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;s14;d15;s15;s12;s8d18;s19;d6;s21;s4s22;d23;/rC:;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860;EntrezID:7067,P10827,WT,CHEMBL3266219,PMID:24712661,2014.0,PMID:24712661;PubChemAID:1139981,2014;2015,0,1,0,0,0,,=,6.16,6.16,0.0,0.0,1.0,6.16,0.0,TRalpha_019,,6.16,True
TRalpha_021,BPNAEYPMWGNDGQ_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL198367,O=C(O)C(=O)Nc1cc(Cl)c(-c2cccc3c(Br)c(O)ccc23)c(Cl)c1,BPNAEYPMWGNDGQ,BPNAEYPMWGNDGQ-UHFFFAOYSA-N,"InChI=1S/C18H10BrCl2NO4/c19-16-11-3-1-2-10(9(11)4-5-14(16)23)15-12(20)6-8(7-13(15)21)22-17(24)18(25)26/h1-7,23H,(H,22,24)(H,25,26)","AuxInfo=1/1/N:14,13,15,22,21,8,26,7,23,12,16,9,24,19,11,17,4,2,18,10,25,6,20,5,1,3/E:(6,7)(12,13)(20,21)(25,26)/rA:26OCOCONCCCClCCCCCCCBrCOCCCCClC/rB:d1;s2;s2;d4;s4;s6;d7;s8;s9;d9;s11;d12;s13;d14;s15;d16;s17;s17;s19;d19;s21;s12s16d22;s11;s24;s7d24;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL880611,PMID:16099653,2005.0,PMID:16099653,2005,1,0,0,0,0,,=,8.270,8.27,0.0,0.0,1.0,8.27,0.0,TRalpha_021,,8.27,True
TRalpha_022,BRRGUPOHOWABRY_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL5171818,CN(C)Cc1nc(C(=O)NCC(=O)O)c(O)c2ccc(Oc3ccccc3)cc12,BRRGUPOHOWABRY,BRRGUPOHOWABRY-UHFFFAOYSA-N,"InChI=1S/C21H21N3O5/c1-24(2)12-17-16-10-14(29-13-6-4-3-5-7-13)8-9-15(16)20(27)19(23-17)21(28)22-11-18(25)26/h3-10,27H,11-12H2,1-2H3,(H,22,28)(H,25,26)","AuxInfo=1/1/N:1,3,25,24,26,23,27,19,18,28,11,4,22,20,17,29,5,12,7,15,8,10,6,2,13,14,16,9,21/E:(1,2)(4,5)(6,7)(25,26)/rA:29CNCCCNCCONCCOOCOCCCCOCCCCCCCC/rB:s1;s2;s2;s4;d5;s6;s7;d8;s8;s10;s11;d12;s12;d7;s15;s15;d17;s18;d19;s20;s21;d22;s23;d24;s25;s22d26;s20;s5s17d28;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL5166787,PMID:35507418,2022.0,PMID:35507418,2022,0,1,0,0,0,,=,6.520,6.52,0.0,0.0,1.0,6.52,0.0,TRalpha_022,,6.52,False
TRalpha_023,BTHQJOROLTXSRV_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL198875,O=C(O)CCNc1cc(Cl)c(-c2cccc3c(Br)c(O)ccc23)c(Cl)c1,BTHQJOROLTXSRV,BTHQJOROLTXSRV-UHFFFAOYSA-N,"InChI=1S/C19H14BrCl2NO3/c20-19-13-3-1-2-12(11(13)4-5-16(19)24)18-14(21)8-10(9-15(18)22)23-7-6-17(25)26/h1-5,8-9,23-24H,6-7H2,(H,25,26)","AuxInfo=1/1/N:14,13,15,22,21,4,5,8,26,7,23,12,16,9,24,19,2,11,17,18,10,25,6,20,1,3/E:(8,9)(14,15)(21,22)(25,26)/rA:26OCOCCNCCCClCCCCCCCBrCOCCCCClC/rB:d1;s2;s2;s4;s5;s6;d7;s8;s9;d9;s11;d12;s13;d14;s15;d16;s17;s17;s19;d19;s21;s12s16d22;s11;s24;s7d24;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL880611,PMID:16099653,2005.0,PMID:16099653,2005,1,0,0,0,0,,=,7.890,7.89,0.0,0.0,1.0,7.89,0.0,TRalpha_023,,7.89,False
TRalpha_024,BWPGMDHCTINHBA_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL2035882,Cc1cc(C(=O)NCC(=O)O)c2c(c1Oc1ccc(O)c(C(C)C)c1)CCC2,BWPGMDHCTINHBA,BWPGMDHCTINHBA-UHFFFAOYSA-N,"InChI=1S/C22H25NO5/c1-12(2)17-10-14(7-8-19(17)24)28-21-13(3)9-18(15-5-4-6-16(15)21)22(27)23-11-20(25)26/h7-10,12,24H,4-6,11H2,1-3H3,(H,23,27)(H,25,26)","AuxInfo=1/1/N:23,24,1,27,28,26,17,18,3,25,8,22,2,16,12,13,21,4,19,9,14,5,7,20,10,11,6,15/E:(1,2)(25,26)/rA:28CCCCCONCCOOCCCOCCCCOCCCCCCCC/rB:s1;d2;s3;s4;d5;s5;s7;s8;d9;s9;d4;s12;s2d13;s14;s15;d16;s17;d18;s19;s19;s21;s22;s22;s16d21;s13;s26;s12s27;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL2038198,PMID:22542282,2012.0,PMID:22542282,2012,0,0,0,1,0,,=,6.900,6.9,0.0,0.0,1.0,6.9,0.0,TRalpha_024,,6.9,True
TRalpha_025,CCWILAXPRUPYRA_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL5281151,N#Cc1nn(-c2cc(Cl)c(-n3ccc4c3ccc(=O)n4C3CC3)c(Cl)c2)c(=O)[nH]c1=O,CCWILAXPRUPYRA,CCWILAXPRUPYRA-UHFFFAOYSA-N,"InChI=1S/C20H12Cl2N6O3/c21-12-7-11(28-20(31)24-19(30)14(9-23)25-28)8-13(22)18(12)26-6-5-16-15(26)3-4-17(29)27(16)10-1-2-10/h3-8,10H,1-2H2,(H,24,30,31)","AuxInfo=1/1/N:22,23,16,17,13,12,7,26,2,21,6,8,24,3,15,14,18,10,30,27,9,25,1,29,4,11,20,5,19,31,28/E:(1,2)(7,8)(12,13)(21,22)/rA:31NCCNNCCCClCNCCCCCCCONCCCCClCCONCO/rB:t1;s2;d3;s4;s5;d6;s7;s8;d8;s10;s11;d12;s13;s11d14;s15;d16;s17;d18;s14s18;s20;s21;s21s22;s10;s24;s6d24;s5;d27;s27;s3s29;d30;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL5250900,PMID:36799411,2023.0,PMID:36799411,2023,0,1,0,0,0,,=,6.890,6.89,0.0,0.0,1.0,6.89,0.0,TRalpha_025,,6.89,False
TRalpha_026,CEKKJDQFDVJLTR_on_P10827_WT,High,ChEMBL34,ChEMBL:CHEMBL5279191,CC(C)n1c(=O)ccc2c1ccn2-c1c(Cl)cc(-n2nc(C#N)c(=O)[nH]c2=O)cc1Cl,CEKKJDQFDVJLTR,CEKKJDQFDVJLTR-UHFFFAOYSA-N,"InChI=1S/C20H14Cl2N6O3/c1-10(2)27-16-5-6-26(15(16)3-4-17(27)29)18-12(21)7-11(8-13(18)22)28-20(31)24-19(30)14(9-23)25-28/h3-8,10H,1-2H3,(H,24,30,31)","AuxInfo=1/1/N:1,3,8,7,11,12,17,29,22,2,18,15,30,21,9,10,5,14,24,27,16,31,23,26,20,13,4,19,6,25,28/E:(1,2)(7,8)(12,13)(21,22)/rA:31CCCNCOCCCCCCNCCClCCNNCCNCONCOCCCl/rB:s1;s2;s2;s4;d5;s5;d7;s8;s4d9;s10;d11;s9s12;s13;d14;s15;s15;d17;s18;s19;d20;s21;t22;s21;d24;s24;s19s26;d27;s18;s14d29;s30;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10827_WT,ChEMBL:CHEMBL1860,P10827,WT,CHEMBL5250900,PMID:36799411,2023.0,PMID:36799411,2023,0,1,0,0,0,,=,6.660,6.66,0.0,0.0,1.0,6.66,0.0,TRalpha_026,,6.66,True
