QSPRID,Activity_ID,Quality,source,CID,SMILES,connectivity,InChIKey,InChI,InChI_AuxInfo,target_id,TID,accession,Protein_Type,AID,doc_id,Year,all_doc_ids,all_years,type_IC50,type_EC50,type_KD,type_Ki,type_other,Activity_class,relation,pchembl_value,pchembl_value_Mean,pchembl_value_StdDev,pchembl_value_SEM,pchembl_value_N,pchembl_value_Median,pchembl_value_MAD,QSPRID,BindingType,pchembl_value_Mean_original,Split_IsTrain
TRbeta_127,GWVLKHYLZIYXAO_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL4210210,COC(=O)Cc1ccc(OCc2oc(-c3ccccc3OC)nc2C)cc1,GWVLKHYLZIYXAO,GWVLKHYLZIYXAO-UHFFFAOYSA-N,"InChI=1S/C21H21NO5/c1-14-19(27-21(22-14)17-6-4-5-7-18(17)24-2)13-26-16-10-8-15(9-11-16)12-20(23)25-3/h4-11H,12-13H2,1-3H3","AuxInfo=1/0/N:25,22,1,17,18,16,19,7,27,8,26,5,11,24,6,9,15,20,12,3,14,23,4,21,2,10,13/E:(8,9)(10,11)/rA:27COCOCCCCCOCCOCCCCCCCOCNCCCC/rB:s1;s2;d3;s3;s5;d6;s7;d8;s9;s10;s11;s12;s13;s14;d15;s16;d17;s18;s15d19;s20;s21;d14;d12s23;s24;s9;s6d26;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,ChEMBL:CHEMBL1947,P10828,WT,CHEMBL4184935,PMID:29287957,2018.0,PMID:29287957,2018,1,0,0,0,0,,=,5.120,5.12,0.0,0.0,1.0,5.12,0.0,TRbeta_127,,5.12,True
TRbeta_132,GPQLQJCVSFKHSX_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL3261327,CC(C)c1cc(Cc2c(Br)cc(CC(=O)O)cc2Br)n[nH]c1=O,GPQLQJCVSFKHSX,GPQLQJCVSFKHSX-UHFFFAOYSA-N,"InChI=1S/C16H16Br2N2O3/c1-8(2)11-6-10(19-20-16(11)23)7-12-13(17)3-9(4-14(12)18)5-15(21)22/h3-4,6,8H,5,7H2,1-2H3,(H,20,23)(H,21,22)","AuxInfo=1/1/N:1,3,11,17,13,5,7,2,12,6,4,8,9,18,14,22,10,19,20,21,15,16,23/E:(1,2)(3,4)(13,14)(17,18)(21,22)/rA:23CCCCCCCCCBrCCCCOOCCBrNNCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;d14;s14;s12;s8d17;s18;d6;s20;s4s21;d22;/rC:;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,ChEMBL:CHEMBL1947;EntrezID:7068,P10828,WT,CHEMBL3266217,PMID:24712661,2014.0,PMID:24712661;PubChemAID:1139979,2014;2015,0,1,0,0,0,,=,6.22,6.22,0.0,0.0,1.0,6.22,0.0,TRbeta_132,,6.22,True
TRbeta_133,GZEXEJKRKKWNSD_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL2035880,CC(C)c1cc(Oc2c(Br)cc(NC(=O)CC(=O)O)c3c2CCCC3)ccc1O,GZEXEJKRKKWNSD,GZEXEJKRKKWNSD-UHFFFAOYSA-N,"InChI=1S/C22H24BrNO5/c1-12(2)16-9-13(7-8-19(16)25)29-22-15-6-4-3-5-14(15)18(10-17(22)23)24-20(26)11-21(27)28/h7-10,12,25H,3-6,11H2,1-2H3,(H,24,26)(H,27,28)","AuxInfo=1/1/N:1,3,24,23,25,22,26,27,5,11,16,2,6,20,21,4,9,12,28,14,17,8,10,13,29,15,18,19,7/E:(1,2)(27,28)/rA:29CCCCCCOCCBrCCNCOCCOOCCCCCCCCCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;d14;s14;s16;d17;s17;s12;s8d20;s21;s22;s23;s20s24;d6;s26;s4d27;s28;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,ChEMBL:CHEMBL1947;EntrezID:7068,P10828,WT,CHEMBL2038197,PMID:22542282,2012.0,PMID:22542282;PubChemAID:664440,2012;2013,0,0,0,1,0,,=,6.52,6.52,0.0,0.0,1.0,6.52,0.0,TRbeta_133,,6.52,True
TRbeta_134,GZPZKAZISNKHLE_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL447378,Cc1cc(OCCP(=O)(O)O)cc(C)c1Cc1ccc(O)c(C(C)C)c1,GZPZKAZISNKHLE,GZPZKAZISNKHLE-UHFFFAOYSA-N,"InChI=1S/C20H27O5P/c1-13(2)18-11-16(5-6-20(18)21)12-19-14(3)9-17(10-15(19)4)25-7-8-26(22,23)24/h5-6,9-11,13,21H,7-8,12H2,1-4H3,(H2,22,23,24)","AuxInfo=1/1/N:24,25,1,14,18,19,6,7,3,12,26,16,23,2,13,17,4,22,15,20,21,9,10,11,5,8/E:(1,2)(3,4)(9,10)(14,15)(22,23,24)/rA:26CCCCOCCPOOOCCCCCCCCCOCCCCC/rB:s1;d2;s3;s4;s5;s6;s7;d8;s8;s8;d4;s12;s13;s2d13;s15;s16;d17;s18;d19;s20;s20;s22;s23;s23;s17d22;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,ChEMBL:CHEMBL1947;EntrezID:7068,P10828,WT,CHEMBL949480,PMID:18975928,2008.0,PMID:18975928;PubChemAID:345696,2008;2010,0,0,0,1,0,,=,7.06,7.06,0.0,0.0,1.0,7.06,0.0,TRbeta_134,,7.06,False
TRbeta_135,HAUMMAHCGKEHHL_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL519215,Cc1cc(CCP(=O)(O)O)cc(C)c1Cc1ccc(O)c(C(C)C)c1,HAUMMAHCGKEHHL,HAUMMAHCGKEHHL-UHFFFAOYSA-N,"InChI=1S/C20H27O4P/c1-13(2)18-11-16(5-6-20(18)21)12-19-14(3)9-17(10-15(19)4)7-8-25(22,23)24/h5-6,9-11,13,21H,7-8,12H2,1-4H3,(H2,22,23,24)","AuxInfo=1/1/N:23,24,1,13,17,18,5,6,3,11,25,15,22,2,12,16,4,21,14,19,20,8,9,10,7/E:(1,2)(3,4)(9,10)(14,15)(22,23,24)/rA:25CCCCCCPOOOCCCCCCCCCOCCCCC/rB:s1;d2;s3;s4;s5;s6;d7;s7;s7;d4;s11;s12;s2d12;s14;s15;d16;s17;d18;s19;s19;s21;s22;s22;s16d21;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,EntrezID:7068;ChEMBL:CHEMBL1947,P10828,WT,CHEMBL949480,PMID:18975928,2008.0,PubChemAID:345696;PMID:18975928,2010;2008,0,0,0,1,0,,=,7.5,7.5,0.0,0.0,1.0,7.5,0.0,TRbeta_135,,7.5,False
TRbeta_138,HLZPAJAUXYGNEU_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL2312266,Cc1cc(NC(=O)CC(=O)O)c2c(c1Oc1ccc(O)c(C(=O)Cc3ccccc3)c1)CCC2,HLZPAJAUXYGNEU,HLZPAJAUXYGNEU-UHFFFAOYSA-N,"InChI=1S/C27H25NO6/c1-16-12-22(28-25(31)15-26(32)33)19-8-5-9-20(19)27(16)34-18-10-11-23(29)21(14-18)24(30)13-17-6-3-2-4-7-17/h2-4,6-7,10-12,14,29H,5,8-9,13,15H2,1H3,(H,28,31)(H,32,33)","AuxInfo=1/1/N:1,28,27,29,33,26,30,34,32,17,18,3,24,31,8,2,25,16,12,13,21,4,19,22,6,9,14,5,20,23,7,10,11,15/E:(3,4)(6,7)(32,33)/rA:34CCCCNCOCCOOCCCOCCCCOCCOCCCCCCCCCCC/rB:s1;d2;s3;s4;s5;d6;s6;s8;d9;s9;d4;s12;s2d13;s14;s15;d16;s17;d18;s19;s19;s21;d22;s22;s24;d25;s26;d27;s28;s25d29;s16d21;s13;s32;s12s33;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,ChEMBL:CHEMBL1947,P10828,WT,CHEMBL2317308,PMID:23276448,2013.0,PMID:23276448,2013,0,0,0,1,0,,=,6.360,6.36,0.0,0.0,1.0,6.36,0.0,TRbeta_138,,6.36,True
TRbeta_139,HMWYFBZWNFUGKI_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL124145,Cc1cc(-n2ncc(=O)[nH]c2=O)cc(Cl)c1Oc1ccc(O)c(S(=O)(=O)N2CCOCC2)c1,HMWYFBZWNFUGKI,HMWYFBZWNFUGKI-UHFFFAOYSA-N,"InChI=1S/C20H19ClN4O7S/c1-12-8-13(25-20(28)23-18(27)11-22-25)9-15(21)19(12)32-14-2-3-16(26)17(10-14)33(29,30)24-4-6-31-7-5-24/h2-3,8-11,26H,4-7H2,1H3,(H,23,27,28)","AuxInfo=1/1/N:1,19,20,28,32,29,31,3,13,33,7,2,4,18,14,21,23,8,16,11,15,6,10,27,5,22,9,12,25,26,30,17,24/E:(4,5)(6,7)(29,30)/CRV:33.6/rA:33CCCCNNCCONCOCCClCOCCCCOCSOONCCOCCC/rB:s1;d2;s3;s4;s5;d6;s7;d8;s8;s5s10;d11;d4;s13;s14;s2d14;s16;s17;d18;s19;d20;s21;s21;s23;d24;d24;s24;s27;s28;s29;s30;s27s31;s18d23;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,ChEMBL:CHEMBL1947,P10828,WT,CHEMBL898226,PMID:12565933,2003.0,PMID:17524652,2007,1,0,0,0,0,,=,7.120,7.12,0.0,0.0,1.0,7.12,0.0,TRbeta_139,,7.12,True
TRbeta_140,HOXBAMMKYXXSDU_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL3397340,Cc1cn(Cc2ccc(O)c(C(C)C)c2)c2c(C)cc(OCC(=O)O)cc12,HOXBAMMKYXXSDU,HOXBAMMKYXXSDU-UHFFFAOYSA-N,"InChI=1S/C22H25NO4/c1-13(2)18-8-16(5-6-20(18)24)11-23-10-15(4)19-9-17(27-12-21(25)26)7-14(3)22(19)23/h5-10,13,24H,11-12H2,1-4H3,(H,25,26)","AuxInfo=1/1/N:13,14,18,1,7,8,19,15,26,3,5,22,12,17,2,6,20,11,27,9,23,16,4,10,24,25,21/E:(1,2)(25,26)/rA:27CCCNCCCCCOCCCCCCCCCCOCCOOCC/rB:s1;d2;s3;s4;s5;d6;s7;d8;s9;s9;s11;s12;s12;s6d11;s4;d16;s17;s17;d19;s20;s21;s22;d23;s23;s20;s2s16d26;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,ChEMBL:CHEMBL1947,P10828,WT,CHEMBL3399151,PMID:25752984,2015.0,PMID:25752984,2015,0,0,0,1,0,,=,9.740,9.74,0.0,0.0,1.0,9.74,0.0,TRbeta_140,,9.74,True
TRbeta_141,HRNYMDIFVOGJRO_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL333650,Cc1cc(-n2ncc(=O)[nH]c2=O)cc(C)c1Oc1ccc(O)c(S(=O)(=O)N2CCCCC2)c1,HRNYMDIFVOGJRO,HRNYMDIFVOGJRO-UHFFFAOYSA-N,"InChI=1S/C22H24N4O6S/c1-14-10-16(26-22(29)24-20(28)13-23-26)11-15(2)21(14)32-17-6-7-18(27)19(12-17)33(30,31)25-8-4-3-5-9-25/h6-7,10-13,27H,3-5,8-9H2,1-2H3,(H,24,28,29)","AuxInfo=1/1/N:1,15,30,29,31,19,20,28,32,3,13,33,7,2,14,4,18,21,23,8,16,11,6,10,27,5,22,9,12,25,26,17,24/E:(1,2)(4,5)(8,9)(10,11)(14,15)(30,31)/CRV:33.6/rA:33CCCCNNCCONCOCCCCOCCCCOCSOONCCCCCC/rB:s1;d2;s3;s4;s5;d6;s7;d8;s8;s5s10;d11;d4;s13;s14;s2d14;s16;s17;d18;s19;d20;s21;s21;s23;d24;d24;s24;s27;s28;s29;s30;s27s31;s18d23;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,ChEMBL:CHEMBL1947,P10828,WT,CHEMBL898226,PMID:12565933,2003.0,PMID:17524652,2007,1,0,0,0,0,,=,8.890,8.89,0.0,0.0,1.0,8.89,0.0,TRbeta_141,,8.89,True
TRbeta_143,HGCHTOCFDDIWOI_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL264527,CCCCN(C)C(=O)CCCCCCC=CCCC(c1ccc(O)c(C(C)C)c1)c1c(C)cc(OCC(=O)O)cc1C,HGCHTOCFDDIWOI,HGCHTOCFDDIWOI-UHFFFAOYSA-N,"InChI=1S/C36H53NO5/c1-7-8-21-37(6)34(39)18-16-14-12-10-9-11-13-15-17-31(29-19-20-33(38)32(24-29)26(2)3)36-27(4)22-30(23-28(36)5)42-25-35(40)41/h11,13,19-20,22-24,26,31,38H,7-10,12,14-18,21,25H2,1-6H3,(H,40,41)","AuxInfo=1/1/N:1,27,28,32,42,6,2,3,14,13,15,12,16,11,17,10,18,9,21,22,4,33,40,29,36,26,31,41,20,34,19,25,23,7,37,30,5,24,8,38,39,35/E:(2,3)(4,5)(22,23)(27,28)(40,41)/rA:42CCCCNCCOCCCCCCCCCCCCCCCOCCCCCCCCCCOCCOOCCC/rB:s1;s2;s3;s4;s5;s5;d7;s7;s9;s10;s11;s12;s13;s14;w?15;s16;s17;s18;s19;d20;s21;d22;s23;s23;s25;s26;s26;s20d25;s19;d30;s31;s31;d33;s34;s35;s36;d37;s37;s34;s30d40;s41;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,ChEMBL:CHEMBL1947;EntrezID:7068,P10828,WT,CHEMBL814602,PMID:11597408,2001.0,PMID:11597408;PubChemAID:213176,2001;2010,0,0,1,0,0,,=,6.14,6.14,0.0,0.0,1.0,6.14,0.0,TRbeta_143,,6.14,True
TRbeta_144,HHSRCUBLBZYJPA_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL202940,CC(C)C(=O)Nc1ccc(Oc2c(Cl)cc(CC(=O)O)cc2Cl)cc1Br,HHSRCUBLBZYJPA,HHSRCUBLBZYJPA-UHFFFAOYSA-N,"InChI=1S/C18H16BrCl2NO4/c1-9(2)18(25)22-15-4-3-11(8-12(15)19)26-17-13(20)5-10(6-14(17)21)7-16(23)24/h3-6,8-9H,7H2,1-2H3,(H,22,25)(H,23,24)","AuxInfo=1/1/N:1,3,9,8,15,21,17,24,2,16,10,25,13,22,7,18,12,4,26,14,23,6,19,20,5,11/E:(1,2)(5,6)(13,14)(20,21)(23,24)/rA:26CCCCONCCCCOCCClCCCCOOCCClCCBr/rB:s1;s2;s2;d4;s4;s6;d7;s8;d9;s10;s11;d12;s13;s13;d15;s16;s17;d18;s18;s16;s12d21;s22;s10;s7d24;s25;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,EntrezID:7068;ChEMBL:CHEMBL1947,P10828,WT,CHEMBL867119,PMID:16303304,2006.0,PubChemAID:260454;PMID:16303304,2010;2006,1,0,0,0,0,,=,7.75,7.75,0.0,0.0,1.0,7.75,0.0,TRbeta_144,,7.75,True
TRbeta_145,HKODZJFSSDWZGY_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL3261322,CC(C)c1cc(Oc2c(Br)cc(CCC(=O)O)cc2Br)n[nH]c1=O,HKODZJFSSDWZGY,HKODZJFSSDWZGY-UHFFFAOYSA-N,"InChI=1S/C16H16Br2N2O4/c1-8(2)10-7-13(19-20-16(10)23)24-15-11(17)5-9(6-12(15)18)3-4-14(21)22/h5-8H,3-4H2,1-2H3,(H,20,23)(H,21,22)","AuxInfo=1/1/N:1,3,13,14,11,18,5,2,12,4,9,19,6,15,8,23,10,20,21,22,16,17,24,7/E:(1,2)(5,6)(11,12)(17,18)(21,22)/rA:24CCCCCCOCCBrCCCCCOOCCBrNNCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;s14;d15;s15;s12;s8d18;s19;d6;s21;s4s22;d23;/rC:;;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,EntrezID:7068;ChEMBL:CHEMBL1947,P10828,WT,CHEMBL3266217,PMID:24712661,2014.0,PubChemAID:1139979;PMID:24712661,2015;2014,0,1,0,0,0,,=,6.16,6.16,0.0,0.0,1.0,6.16,0.0,TRbeta_145,,6.16,True
TRbeta_146,HLWZUMKZJVQGDE_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL2312281,Cc1cc(NC(=O)CC(=O)O)c2c(c1Oc1ccc(O)c(Cc3ccc(F)cc3)c1)CCC2,HLWZUMKZJVQGDE,HLWZUMKZJVQGDE-UHFFFAOYSA-N,"InChI=1S/C26H24FNO5/c1-15-11-22(28-24(30)14-25(31)32)20-3-2-4-21(20)26(15)33-19-9-10-23(29)17(13-19)12-16-5-7-18(27)8-6-16/h5-11,13,29H,2-4,12,14H2,1H3,(H,28,30)(H,31,32)","AuxInfo=1/1/N:1,32,33,31,24,29,25,28,17,18,3,22,30,8,2,23,21,26,16,12,13,4,19,6,9,14,27,5,20,7,10,11,15/E:(5,6)(7,8)(31,32)/rA:33CCCCNCOCCOOCCCOCCCCOCCCCCCFCCCCCC/rB:s1;d2;s3;s4;s5;d6;s6;s8;d9;s9;d4;s12;s2d13;s14;s15;d16;s17;d18;s19;s19;s21;s22;d23;s24;d25;s26;s26;s23d28;s16d21;s13;s31;s12s32;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,ChEMBL:CHEMBL1947;EntrezID:7068,P10828,WT,CHEMBL2317308,PMID:23276448,2013.0,PMID:23276448;PubChemAID:722580,2013,0,0,0,1,0,,=,8.43,8.43,0.0,0.0,1.0,8.43,0.0,TRbeta_146,,8.43,True
TRbeta_148,HNHRKBWCJIABCS_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL250308,CCNc1cccc(COc2c(Br)cc(CCC(=O)O)cc2Br)c1,HNHRKBWCJIABCS,HNHRKBWCJIABCS-UHFFFAOYSA-N,"InChI=1S/C18H19Br2NO3/c1-2-21-14-5-3-4-13(8-14)11-24-18-15(19)9-12(10-16(18)20)6-7-17(22)23/h3-5,8-10,21H,2,6-7,11H2,1H3,(H,22,23)","AuxInfo=1/1/N:1,2,6,7,5,16,17,24,14,21,9,15,8,4,12,22,18,11,13,23,3,19,20,10/E:(9,10)(15,16)(19,20)(22,23)/rA:24CCNCCCCCCOCCBrCCCCCOOCCBrC/rB:s1;s2;s3;d4;s5;d6;s7;s8;s9;s10;d11;s12;s12;d14;s15;s16;s17;d18;s18;s15;s11d21;s22;s4d8;/rC:;;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,ChEMBL:CHEMBL1947,P10828,WT,CHEMBL903386;CHEMBL903381,PMID:17254783,2007.0,PMID:17254783,2007,0;1,1;0,0,0,0,,=,7.31;7.64,7.475,0.2333452377915607,0.165,2.0,7.475,0.165,TRbeta_148,,7.475,False
TRbeta_149,HNQWGSLKZWUEDQ_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL3261326,CC(C)c1cc(Cc2c(Cl)cc(CC(=O)O)cc2Cl)n[nH]c1=O,HNQWGSLKZWUEDQ,HNQWGSLKZWUEDQ-UHFFFAOYSA-N,"InChI=1S/C16H16Cl2N2O3/c1-8(2)11-6-10(19-20-16(11)23)7-12-13(17)3-9(4-14(12)18)5-15(21)22/h3-4,6,8H,5,7H2,1-2H3,(H,20,23)(H,21,22)","AuxInfo=1/1/N:1,3,11,17,13,5,7,2,12,6,4,8,9,18,14,22,10,19,20,21,15,16,23/E:(1,2)(3,4)(13,14)(17,18)(21,22)/rA:23CCCCCCCCCClCCCCOOCCClNNCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;d14;s14;s12;s8d17;s18;d6;s20;s4s21;d22;/rC:;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,ChEMBL:CHEMBL1947;EntrezID:7068,P10828,WT,CHEMBL3266217,PMID:24712661,2014.0,PMID:24712661;PubChemAID:1139979,2014;2015,0,1,0,0,0,,=,5.52,5.52,0.0,0.0,1.0,5.52,0.0,TRbeta_149,,5.52,True
TRbeta_150,HOFMVIZUUIREPR_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL193615,Cc1c(O)ccc2c(-c3c(Cl)cc(NC(=O)O)cc3Cl)cccc12,HOFMVIZUUIREPR,HOFMVIZUUIREPR-UHFFFAOYSA-N,"InChI=1S/C18H13Cl2NO3/c1-9-11-3-2-4-13(12(11)5-6-16(9)22)17-14(19)7-10(8-15(17)20)21-18(23)24/h2-8,21-22H,1H3,(H,23,24)","AuxInfo=1/1/N:1,22,23,21,6,5,12,18,2,13,24,7,8,10,19,3,9,15,11,20,14,4,16,17/E:(7,8)(14,15)(19,20)(23,24)/rA:24CCCOCCCCCCClCCNCOOCCClCCCC/rB:s1;d2;s3;s3;d5;s6;d7;s8;d9;s10;s10;d12;s13;s14;d15;s15;s13;s9d18;s19;s8;d21;s22;s2s7d23;/rC:;;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,ChEMBL:CHEMBL1947;EntrezID:7068,P10828,WT,CHEMBL882591,PMID:16099653,2005.0,PMID:16099653;PubChemAID:254845,2005;2010,1,0,0,0,0,,=,8.14,8.14,0.0,0.0,1.0,8.14,0.0,TRbeta_150,,8.14,False
TRbeta_154,IBUYZQRVGDCNMM_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL480312,CC(C)c1cc(Oc2c(Cl)cc(Nc3c(O)c(=O)c3=O)cc2Cl)ccc1O,IBUYZQRVGDCNMM,IBUYZQRVGDCNMM-UHFFFAOYSA-N,"InChI=1S/C19H15Cl2NO5/c1-8(2)11-7-10(3-4-14(11)23)27-19-12(20)5-9(6-13(19)21)22-15-16(24)18(26)17(15)25/h3-8,22-24H,1-2H3","AuxInfo=1/0/N:1,3,24,25,11,21,5,2,12,6,4,9,22,26,14,15,19,17,8,10,23,13,27,16,20,18,7/E:(1,2)(5,6)(12,13)(20,21)/rA:27CCCCCCOCCClCCNCCOCOCOCCClCCCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;d14;s15;s15;d17;s14s17;d19;s12;s8d21;s22;d6;s24;s4d25;s26;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,ChEMBL:CHEMBL1947,P10828,WT,CHEMBL986574,PMID:18585912,2008.0,PMID:18585912,2008,0,1,0,0,0,,=,7.160,7.16,0.0,0.0,1.0,7.16,0.0,TRbeta_154,,7.16,True
TRbeta_160,INVAEJCVXVGXIA_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL2035883,Cc1cc(NS(=O)(=O)CC(=O)O)c2c(c1Oc1ccc(O)c(C(C)C)c1)CCC2,INVAEJCVXVGXIA,INVAEJCVXVGXIA-UHFFFAOYSA-N,"InChI=1S/C21H25NO6S/c1-12(2)17-10-14(7-8-19(17)23)28-21-13(3)9-18(15-5-4-6-16(15)21)22-29(26,27)11-20(24)25/h7-10,12,22-23H,4-6,11H2,1-3H3,(H,24,25)","AuxInfo=1/1/N:24,25,1,28,29,27,18,19,3,26,9,23,2,17,13,14,22,4,20,10,15,5,21,11,12,7,8,16,6/E:(1,2)(24,25)(26,27)/CRV:29.6/rA:29CCCCNSOOCCOOCCCOCCCCOCCCCCCCC/rB:s1;d2;s3;s4;s5;d6;d6;s6;s9;d10;s10;d4;s13;s2d14;s15;s16;d17;s18;d19;s20;s20;s22;s23;s23;s17d22;s14;s27;s13s28;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,ChEMBL:CHEMBL1947,P10828,WT,CHEMBL2038197,PMID:22542282,2012.0,PMID:22542282,2012,0,0,0,1,0,,=,6.670,6.67,0.0,0.0,1.0,6.67,0.0,TRbeta_160,,6.67,True
TRbeta_163,IDVCKMBFGVTXCU_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL2312267,Cc1cc(NC(=O)CC(=O)O)c2c(c1Oc1ccc(O)c(CCCc3ccccc3)c1)CCC2,IDVCKMBFGVTXCU,IDVCKMBFGVTXCU-UHFFFAOYSA-N,"InChI=1S/C28H29NO5/c1-18-15-24(29-26(31)17-27(32)33)22-11-6-12-23(22)28(18)34-21-13-14-25(30)20(16-21)10-5-9-19-7-3-2-4-8-19/h2-4,7-8,13-16,30H,5-6,9-12,17H2,1H3,(H,29,31)(H,32,33)","AuxInfo=1/1/N:1,28,27,29,23,33,26,30,24,22,34,32,17,18,3,31,8,2,25,21,16,12,13,4,19,6,9,14,5,20,7,10,11,15/E:(3,4)(7,8)(32,33)/rA:34CCCCNCOCCOOCCCOCCCCOCCCCCCCCCCCCCC/rB:s1;d2;s3;s4;s5;d6;s6;s8;d9;s9;d4;s12;s2d13;s14;s15;d16;s17;d18;s19;s19;s21;s22;s23;s24;d25;s26;d27;s28;s25d29;s16d21;s13;s32;s12s33;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,EntrezID:7068;ChEMBL:CHEMBL1947,P10828,WT,CHEMBL2317308,PMID:23276448,2013.0,PubChemAID:722580;PMID:23276448,2013,0,0,0,1,0,,=,6.65,6.65,0.0,0.0,1.0,6.65,0.0,TRbeta_163,,6.65,False
TRbeta_164,IGGDISXTOKWITA_on_P10828_WT,High,ChEMBL34,ChEMBL:CHEMBL263631,CC(C)c1cc(Oc2c(Br)cc(Cc3[nH]c(=O)[nH]c3O)cc2Br)ccc1O,IGGDISXTOKWITA,IGGDISXTOKWITA-UHFFFAOYSA-N,"InChI=1S/C19H18Br2N2O4/c1-9(2)12-8-11(3-4-16(12)24)27-17-13(20)5-10(6-14(17)21)7-15-18(25)23-19(26)22-15/h3-6,8-9,24-25H,7H2,1-2H3,(H2,22,23,26)","AuxInfo=1/1/N:1,3,24,25,11,21,13,5,2,12,6,4,9,22,14,26,8,19,16,10,23,15,18,27,20,17,7/E:(1,2)(5,6)(13,14)(20,21)/rA:27CCCCCCOCCBrCCCCNCONCOCCBrCCCO/rB:s1;s2;s2;d4;s5;s6;s7;d8;s9;s9;d11;s12;s13;s14;s15;d16;s16;d14s18;s19;s12;s8d21;s22;d6;s24;s4d25;s26;/rC:;;;;;;;;;;;;;;;;;;;;;;;;;;;",P10828_WT,ChEMBL:CHEMBL1947;ChEMBL:CHEMBL1947;ChEMBL:CHEMBL1947;EntrezID:7068,P10828,WT,CHEMBL939182;CHEMBL939184;CHEMBL939180,PMID:17988877,2008.0,PMID:17988877;PMID:17988877;PMID:17988877;PubChemAID:323175,2008;2008;2008;2010,0,1;1;0,0;0;1,0,0,,=,6.38;7.5;7.74,7.206666666666667,0.7259017380701979,0.4190995638800459,3.0,7.5,0.2400000000000002,TRbeta_164,,7.206666666666667,True
